spread,order_size,depth,slippage
0.1,17056,1430.15,0.004847
0.1,4371,1557.57,0.004846
0.1,1778,1671.6900000000003,0.004846
0.1,7652,1730.9599999999998,0.004846
0.1,6653,2132.72,0.004846
0.1,11312,2109.12,0.004846
0.1,12860,2167.37,0.004846
0.1,8066,2188.77,0.004846
0.1,9502,2218.25,0.004846
0.1,17411,2218.39,0.004846
0.1,18127,2219.8,0.004846
0.1,11839,2277.19,0.004846
0.1,17703,2365.53,0.004846
0.1,17422,2056.56,0.004846
0.1,2917,9000.01,0.004846
0.1,17266,8856.75,0.004846
0.1,13562,8835.949999999999,0.004846
0.1,18047,8247.65,0.004846
0.1,13938,8286.47,0.004846
0.1,9956,8306.199999999999,0.004846
0.1,16685,8306.199999999999,0.004846
0.1,13159,8306.0,0.004846
0.1,8795,8306.0,0.004846
0.1,16185,8305.529999999999,0.004846
0.1,12681,8305.529999999999,0.004846
0.1,1162,8305.529999999999,0.004846
0.1,4441,8862.8,0.004846
0.1,9186,8862.33,0.004846
0.1,16238,8743.949999999999,0.004846
0.1,3303,10297.04,0.004846
0.1,15553,9796.550000000001,0.004846
0.1,2134,9787.939999999999,0.004846
0.1,19388,2861.3199999999997,0.004846
0.1,16615,2907.37,0.004847
0.1,6241,3025.9300000000003,0.004847
0.1,8122,3017.83,0.004847
0.1,12023,3053.9300000000003,0.004847
0.1,9955,3010.07,0.004847
0.1,18302,3004.45,0.004847
0.1,9214,2994.0800000000004,0.004847
0.1,18365,2907.28,0.004847
0.1,234,2907.8599999999997,0.004847
0.1,744,2907.5,0.004847
0.1,15884,2907.5,0.004847
0.1,19296,2892.65,0.004847
0.1,12471,2892.65,0.004847
0.1,4111,2892.65,0.004847
0.1,6538,2893.05,0.004847
0.1,4454,2893.05,0.004847
0.1,8965,2893.2999999999997,0.004847
0.1,7933,2893.2599999999998,0.004847
0.1,14129,2893.2599999999998,0.004847
0.1,251,2919.12,0.004847
0.1,18318,2981.57,0.004847
0.1,3212,2981.39,0.004847
0.1,16873,2981.45,0.004847
0.1,19350,2981.47,0.004847
0.1,5984,2981.4700000000003,0.004847
0.1,4638,2966.4700000000003,0.004847
0.1,7642,2966.55,0.004847
0.1,11853,2941.3,0.004847
0.1,3571,2941.6800000000003,0.004847
0.1,6706,2941.6800000000003,0.004847
0.1,17295,2898.03,0.004847
0.1,15176,2828.9,0.004847
0.1,17544,2826.43,0.004847
0.1,8305,2825.94,0.004847
0.1,10718,2826.01,0.004847
0.1,8153,2823.2,0.004847
0.1,12510,2823.2,0.004847
0.1,19480,2823.68,0.004847
0.1,16223,2811.3599999999997,0.004847
0.1,6097,2824.2699999999995,0.004847
0.1,18713,2824.91,0.004847
0.1,6298,2824.3599999999997,0.004847
0.1,1549,2824.3599999999997,0.004847
0.1,18397,2824.3599999999997,0.004847
0.1,19899,2864.3599999999997,0.004847
0.1,10557,2864.3599999999997,0.004847
0.1,15781,2824.37,0.004847
0.1,15076,2825.14,0.004847
0.1,12340,2825.58,0.004847
0.1,19606,2825.62,0.004847
0.1,1106,2825.62,0.004847
0.1,16348,2826.19,0.004847
0.1,1821,2826.19,0.004847
0.1,3294,2826.19,0.004847
0.1,18875,2826.19,0.004847
0.1,15507,2826.18,0.004847
0.1,8600,2826.2599999999998,0.004847
0.1,3648,2826.2599999999998,0.004847
0.1,461,2826.17,0.004847
0.1,2722,2930.54,0.004847
0.1,15438,2930.9799999999996,0.004847
0.1,6233,2914.7,0.004847
0.1,14711,2845.5299999999997,0.004847
0.1,5483,2844.96,0.004847
0.1,6924,2845.38,0.004847
0.1,5958,2955.38,0.004847
0.1,11410,2955.54,0.004847
0.1,19575,2955.54,0.004847
0.1,1575,2956.73,0.004847
0.1,6784,2957.34,0.004847
0.1,6707,2942.06,0.004847
0.1,12276,2942.06,0.004847
0.1,6355,2942.06,0.004847
0.1,4101,2942.06,0.004847
0.1,16400,2942.06,0.004847
0.1,13452,2942.06,0.004847
0.1,12920,2978.1800000000003,0.004847
0.1,10445,2939.61,0.004847
0.1,18972,2903.13,0.004847
0.1,16049,2152.17,0.004847
0.1,9041,2152.25,0.004847
0.1,6736,2152.2599999999998,0.004847
0.1,19476,2583.83,0.004847
0.1,4706,2491.52,0.004847
0.1,59,2502.24,0.004847
0.1,19145,2502.24,0.004847
0.1,6560,2502.23,0.004847
0.1,3654,2441.44,0.004847
0.1,6328,2538.07,0.004847
0.1,16618,2538.08,0.004847
0.1,14528,2538.08,0.004847
0.1,6633,2538.65,0.004847
0.1,1478,2598.98,0.004847
0.1,6222,2568.76,0.004847
0.1,1249,2654.26,0.004847
0.1,13272,2660.7200000000003,0.004847
0.1,7755,2654.28,0.004847
0.1,1991,2658.85,0.004847
0.1,8667,2581.88,0.004847
0.1,1446,2580.88,0.004847
0.1,12534,2580.94,0.004847
0.1,18282,2573.94,0.004847
0.1,4351,2573.94,0.004847
0.1,5430,2580.4,0.004847
0.1,7542,2573.94,0.004847
0.1,14061,2580.4,0.004847
0.1,13971,2580.63,0.004847
0.1,6037,2590.6800000000003,0.004847
0.1,9263,2627.12,0.004847
0.1,15317,2615.88,0.004847
0.1,15658,2609.42,0.004847
0.1,4506,2578.24,0.004847
0.1,14987,2578.24,0.004847
0.1,117,2578.62,0.004847
0.1,6306,2577.39,0.004847
0.1,13031,2577.76,0.004847
0.1,13997,2663.26,0.004847
0.1,3398,2662.96,0.004847
0.1,6921,2575.1800000000003,0.004847
0.1,4101,2581.7000000000003,0.004847
0.1,15958,2575.29,0.004847
0.1,9356,2581.69,0.004847
0.1,9731,2583.2400000000002,0.004847
0.1,18536,2582.63,0.004847
0.1,2836,2583.2,0.004847
0.1,4237,2581.59,0.004847
0.1,5021,2574.64,0.004847
0.1,15221,2581.11,0.004847
0.1,11411,2575.05,0.004847
0.1,11639,2574.05,0.004847
0.1,13171,2568.2200000000003,0.004847
0.1,18358,2568.2200000000003,0.004847
0.1,4314,2574.57,0.004847
0.1,163,2568.2,0.004847
0.1,3951,2568.2,0.004847
0.1,531,2224.76,0.004847
0.1,2651,2160.6,0.004847
0.1,16404,2009.47,0.004847
0.1,9637,1997.06,0.004847
0.1,4891,1986.59,0.004847
0.1,14186,2071.6099999999997,0.004847
0.1,14023,2441.5599999999995,0.004847
0.1,3393,2427.4799999999996,0.004847
0.1,11559,2428.05,0.004847
0.1,9809,2433.89,0.004847
0.1,12228,2433.94,0.004847
0.1,8820,2420.6,0.004847
0.1,7453,2427.44,0.004847
0.1,19833,2433.88,0.004847
0.1,2589,2433.87,0.004847
0.1,12937,2427.41,0.004847
0.1,4049,2427.3,0.004847
0.1,1592,2427.87,0.004847
0.1,13270,2427.91,0.004847
0.1,12216,2434.37,0.004847
0.1,6580,1973.04,0.004847
0.1,16071,1567.2199999999998,0.004847
0.1,9312,1798.95,0.004847
0.1,898,1729.33,0.004847
0.1,198,1724.4299999999998,0.004847
0.1,7598,1702.4699999999998,0.004847
0.1,5740,1499.43,0.004847
0.1,19228,1737.98,0.004847
0.1,14864,1672.45,0.004847
0.1,7559,1686.23,0.004847
0.1,2273,1955.6599999999999,0.004847
0.1,9287,1955.52,0.004847
0.1,9257,1955.52,0.004847
0.1,5218,1954.8700000000001,0.004847
0.1,9358,1952.9,0.004847
0.1,17181,1884.3600000000001,0.004847
0.1,19753,1884.3200000000002,0.004847
0.1,6103,1952.7800000000002,0.004847
0.1,11308,1806.25,0.004847
0.1,4531,1770.28,0.004847
0.1,6554,1738.84,0.004847
0.1,8065,1813.1,0.004847
0.1,5772,1842.01,0.004847
0.1,131,1842.01,0.004847
0.1,6706,1842.6100000000001,0.004847
0.1,10013,1842.1200000000001,0.004847
0.1,18951,1730.5,0.004847
0.1,8162,1730.43,0.004847
0.1,2529,1730.43,0.004847
0.1,1960,1730.92,0.004847
0.1,5245,1731.18,0.004847
0.1,3376,1730.69,0.004847
0.1,11481,1730.69,0.004847
0.1,17694,1730.69,0.004847
0.1,180,1730.7799999999997,0.004847
0.1,8719,1731.5900000000001,0.004847
0.1,403,1731.85,0.004847
0.1,10506,1731.85,0.004847
0.1,3330,1646.24,0.004847
0.1,18465,1646.31,0.004847
0.1,14980,1731.23,0.004847
0.1,2389,1731.3200000000002,0.004847
0.1,10273,1730.67,0.004847
0.1,11788,1423.28,0.004847
0.1,11406,1566.0300000000002,0.004847
0.1,80,1919.52,0.004847
0.1,19389,2051.6,0.004847
0.1,15109,2051.19,0.004847
0.1,122,2089.6,0.004847
0.1,12712,2051.39,0.004847
0.1,18232,2050.16,0.004847
0.1,6894,2050.14,0.004847
0.1,19149,2088.65,0.004847
0.1,3933,1924.35,0.004847
0.1,16822,1630.65,0.004847
0.1,17231,1459.53,0.004847
0.1,17661,1451.16,0.004847
0.1,13009,1450.74,0.004847
0.1,592,1546.85,0.004847
0.1,10573,1546.85,0.004847
0.1,1990,1448.57,0.004847
0.1,7333,1448.51,0.004847
0.1,10927,1447.19,0.004847
0.1,7643,1447.72,0.004847
0.1,14772,1479.04,0.004847
0.1,6861,2054.1499999999996,0.004847
0.1,11860,1625.83,0.004847
0.1,686,1625.2199999999998,0.004847
0.1,18212,1625.1599999999999,0.004847
0.1,15174,1625.1299999999999,0.004847
0.1,7149,1625.1399999999999,0.004847
0.1,15545,1649.0,0.004847
0.1,17815,1884.29,0.004847
0.1,15712,1690.17,0.004847
0.1,10773,1684.92,0.004847
0.1,10032,1736.48,0.004847
0.1,4827,1737.06,0.004847
0.1,17203,1689.19,0.004847
0.1,2937,1544.3,0.004847
0.1,11114,1544.3,0.004847
0.1,10708,1543.8700000000001,0.004847
0.1,7446,1544.2,0.004847
0.1,4852,1544.3200000000002,0.004847
0.1,334,1544.15,0.004847
0.1,15307,1544.15,0.004847
0.1,4177,1544.26,0.004847
0.1,8761,1543.46,0.004847
0.1,18436,1544.01,0.004847
0.1,1013,1543.93,0.004847
0.1,10975,1543.34,0.004847
0.1,919,1543.37,0.004847
0.1,3638,1543.44,0.004847
0.1,11225,1543.75,0.004847
0.1,7746,1543.44,0.004847
0.1,13618,1543.3700000000001,0.004847
0.1,11032,1543.33,0.004847
0.1,13017,1543.34,0.004847
0.1,12364,1543.77,0.004847
0.1,14117,1582.51,0.004847
0.1,9409,1528.59,0.004847
0.1,10960,1527.95,0.004847
0.1,7595,1527.62,0.004847
0.1,16422,1528.46,0.004847
0.1,12914,1528.46,0.004847
0.1,12119,1527.96,0.004847
0.1,3399,2042.85,0.004847
0.1,13375,2042.81,0.004847
0.1,16075,2042.77,0.004847
0.1,5545,2033.01,0.004847
0.1,3556,2032.7600000000002,0.004847
0.1,19781,2037.67,0.004847
0.1,5196,2037.5299999999997,0.004847
0.1,6881,1911.37,0.004847
0.1,17209,1908.6399999999999,0.004847
0.1,14830,1908.2800000000002,0.004847
0.1,10082,1972.19,0.004847
0.1,12250,1972.15,0.004847
0.1,11751,1972.15,0.004847
0.1,2704,1972.75,0.004847
0.1,4911,1972.75,0.004847
0.1,13584,1887.15,0.004847
0.1,18460,1884.83,0.004847
0.1,14486,1894.3600000000001,0.004847
0.1,5142,1893.78,0.004847
0.1,16646,1891.87,0.004847
0.1,13984,1637.67,0.004847
0.1,7629,1664.18,0.004847
0.1,18990,1691.97,0.004847
0.1,1651,1726.5,0.004847
0.1,1631,1725.9299999999998,0.004847
0.1,14189,1725.9299999999998,0.004847
0.1,3296,1725.9299999999998,0.004847
0.1,11923,1726.0299999999997,0.004847
0.1,10521,1725.9899999999998,0.004847
0.1,12648,2180.99,0.004847
0.1,2701,2240.5299999999997,0.004847
0.1,18355,2227.96,0.004847
0.1,4513,2227.88,0.004847
0.1,12093,2227.8599999999997,0.004847
0.1,12532,2227.8999999999996,0.004847
0.1,15068,2242.33,0.004847
0.1,13945,2254.87,0.004847
0.1,18291,2254.34,0.004847
0.1,7060,2242.54,0.004847
0.1,3510,2242.6,0.004847
0.1,7652,2242.6,0.004847
0.1,8338,2242.54,0.004847
0.1,654,2243.04,0.004847
0.1,3079,2242.41,0.004847
0.1,5971,2242.38,0.004847
0.1,8692,2154.2,0.004847
0.1,15878,2169.7599999999998,0.004847
0.1,991,2169.5299999999997,0.004847
0.1,5353,2106.52,0.004847
0.1,7217,2157.6,0.004847
0.1,19684,2157.56,0.004847
0.1,968,2198.43,0.004847
0.1,15803,2101.76,0.004847
0.1,4931,2130.18,0.004847
0.1,14254,2132.15,0.004847
0.1,1040,2130.06,0.004847
0.1,17476,2155.8,0.004847
0.1,4957,2155.7,0.004847
0.1,12725,2150.39,0.004847
0.1,4860,2184.84,0.004847
0.1,18372,2200.05,0.004847
0.1,12250,2200.0,0.004847
0.1,10993,2199.98,0.004847
0.1,18859,2199.93,0.004847
0.1,5435,2168.73,0.004847
0.1,3268,2038.78,0.004847
0.1,8657,1990.27,0.004847
0.1,7452,1911.7600000000002,0.004847
0.1,16152,1904.3500000000001,0.004847
0.1,16386,1944.3300000000002,0.004847
0.1,7548,1944.5900000000001,0.004847
0.1,2051,1944.1800000000003,0.004847
0.1,9306,1981.29,0.004847
0.1,7507,1981.5600000000002,0.004847
0.1,8031,1905.35,0.004847
0.1,14448,1905.3400000000001,0.004847
0.1,16314,1905.2600000000002,0.004847
0.1,13068,1890.92,0.004847
0.1,5398,1857.1100000000001,0.004847
0.1,8203,1834.98,0.004847
0.1,3947,1983.47,0.004847
0.1,17412,1989.0500000000002,0.004847
0.1,18164,2076.31,0.004847
0.1,14996,2076.25,0.004847
0.1,12983,2069.96,0.004847
0.1,11279,1642.59,0.004847
0.1,13918,1642.74,0.004847
0.1,4165,1609.71,0.004847
0.1,7506,1609.32,0.004847
0.1,15276,1688.6100000000001,0.004847
0.1,8250,1666.33,0.004847
0.1,93,1583.23,0.004847
0.1,19700,1885.5500000000002,0.004847
0.1,19554,1933.63,0.004847
0.1,6527,1934.63,0.004847
0.1,6427,1873.65,0.004847
0.1,7944,1873.65,0.004847
0.1,12694,1871.98,0.004847
0.1,8510,1874.0600000000002,0.004847
0.1,4361,1839.8200000000002,0.004847
0.1,4430,1839.9,0.004847
0.1,19372,1839.67,0.004847
0.1,9066,1839.65,0.004847
0.1,4933,1879.5900000000001,0.004847
0.1,12013,1879.5700000000002,0.004847
0.1,10515,1879.5700000000002,0.004847
0.1,239,1879.56,0.004847
0.1,14409,1879.8400000000001,0.004847
0.1,15854,1880.54,0.004847
0.1,5332,1880.46,0.004847
0.1,17702,1840.42,0.004847
0.1,13744,1838.54,0.004847
0.1,2846,1822.22,0.004847
0.1,9012,1832.32,0.004847
0.1,18369,1832.32,0.004847
0.1,16797,1868.18,0.004847
0.1,15235,1868.18,0.004847
0.1,9716,1870.3400000000001,0.004847
0.1,14911,2062.87,0.004847
0.1,12743,2056.58,0.004847
0.1,4363,2056.58,0.004847
0.1,18710,1948.46,0.004847
0.1,4142,1946.33,0.004847
0.1,12268,1946.27,0.004847
0.1,13105,1943.4500000000003,0.004847
0.1,19154,1917.5900000000001,0.004847
0.1,14871,1917.38,0.004847
0.1,17379,1917.3899999999999,0.004847
0.1,13507,1917.9899999999998,0.004847
0.1,1221,1916.03,0.004847
0.1,17826,1915.42,0.004847
0.1,19904,1915.42,0.004847
0.1,16902,1878.7000000000003,0.004847
0.1,1626,1941.0100000000002,0.004847
0.1,10461,1940.94,0.004847
0.1,12333,1940.94,0.004847
0.1,7713,1945.87,0.004847
0.1,16695,1946.0,0.004847
0.1,9646,1946.01,0.004847
