spread,order_size,depth,slippage
0.1,19027,8018.91,0.004846
0.1,71,8021.75,0.004846
0.1,634,8021.09,0.004846
0.1,10954,8017.83,0.004846
0.1,11181,8018.22,0.004846
0.1,16566,8021.13,0.004846
0.1,5923,8021.13,0.004846
0.1,10375,7994.0599999999995,0.004846
0.1,8010,7905.49,0.004846
0.1,4734,7993.400000000001,0.004846
0.1,6616,7990.49,0.004846
0.1,17659,7993.400000000001,0.004846
0.1,3109,7658.1,0.004846
0.1,9851,7762.43,0.004846
0.1,10291,7824.950000000001,0.004846
0.1,12004,7846.43,0.004846
0.1,11698,7843.13,0.004846
0.1,8831,7842.9800000000005,0.004846
0.1,1475,7845.5,0.004846
0.1,15333,7843.55,0.004846
0.1,4957,7837.96,0.004846
0.1,4571,7839.91,0.004846
0.1,19152,7315.259999999999,0.004846
0.1,292,7492.44,0.004846
0.1,4932,7492.46,0.004846
0.1,19101,7622.549999999999,0.004846
0.1,1150,7826.82,0.004846
0.1,12843,7840.88,0.004846
0.1,9747,7836.78,0.004846
0.1,14454,7836.8,0.004846
0.1,17688,7836.8,0.004846
0.1,16186,7839.71,0.004846
0.1,8310,7836.8,0.004846
0.1,3827,7836.8,0.004846
0.1,577,7839.82,0.004846
0.1,6390,7839.87,0.004846
0.1,9139,7839.87,0.004846
0.1,12014,7836.96,0.004846
0.1,10230,7836.96,0.004846
0.1,4331,7839.990000000001,0.004846
0.1,13842,7829.35,0.004846
0.1,5791,7818.3099999999995,0.004846
0.1,11230,7787.53,0.004846
0.1,6413,7790.44,0.004846
0.1,4786,7787.53,0.004846
0.1,6555,7822.139999999999,0.004846
0.1,5756,7819.23,0.004846
0.1,18357,7829.23,0.004846
0.1,6105,7822.01,0.004846
0.1,14587,7827.38,0.004846
0.1,7367,7849.450000000001,0.004846
0.1,6823,7857.29,0.004846
0.1,18090,7875.06,0.004846
0.1,3358,7875.06,0.004846
0.1,8710,7877.97,0.004846
0.1,19795,7868.4800000000005,0.004846
0.1,12257,7884.85,0.004846
0.1,12108,7884.85,0.004846
0.1,2251,7887.76,0.004846
0.1,7878,7887.77,0.004846
0.1,16292,7887.77,0.004846
0.1,2444,7889.46,0.004846
0.1,2295,7892.38,0.004846
0.1,14095,7892.38,0.004846
0.1,6317,7888.99,0.004846
0.1,3333,7887.39,0.004846
0.1,7558,7887.65,0.004846
0.1,9291,7890.56,0.004846
0.1,7521,7887.65,0.004846
0.1,13552,7887.65,0.004846
0.1,928,7890.56,0.004846
0.1,11040,7890.56,0.004846
0.1,13863,7887.65,0.004846
0.1,7836,7890.56,0.004846
0.1,18864,7890.57,0.004846
0.1,1488,7889.45,0.004846
0.1,13709,7889.47,0.004846
0.1,13974,7892.38,0.004846
0.1,5271,7892.38,0.004846
0.1,16940,7889.47,0.004846
0.1,5095,7889.47,0.004846
0.1,9280,7889.110000000001,0.004846
0.1,18947,7886.200000000001,0.004846
0.1,8570,7886.200000000001,0.004846
0.1,13541,7889.110000000001,0.004846
0.1,4844,7889.110000000001,0.004846
0.1,6728,7886.18,0.004846
0.1,15921,7830.56,0.004846
0.1,3668,7792.29,0.004846
0.1,11736,7821.21,0.004846
0.1,8140,7807.55,0.004846
0.1,17927,7804.81,0.004846
0.1,14970,7807.72,0.004846
0.1,15898,7804.81,0.004846
0.1,12723,7804.81,0.004846
0.1,13827,7813.150000000001,0.004846
0.1,14658,7816.110000000001,0.004846
0.1,2076,7805.360000000001,0.004846
0.1,8879,7802.450000000001,0.004846
0.1,1386,7813.21,0.004846
0.1,17588,7813.150000000001,0.004846
0.1,5518,7811.06,0.004846
0.1,15149,7810.540000000001,0.004846
0.1,318,7807.8099999999995,0.004846
0.1,17639,7807.8099999999995,0.004846
0.1,3893,7807.82,0.004846
0.1,566,7810.03,0.004846
0.1,2762,7806.11,0.004846
0.1,12732,7809.12,0.004846
0.1,2970,7806.21,0.004846
0.1,2326,7806.21,0.004846
0.1,3785,7700.12,0.004846
0.1,330,7697.21,0.004846
0.1,18957,7783.24,0.004846
0.1,2438,7786.15,0.004846
0.1,17362,7565.66,0.004846
0.1,16275,7644.85,0.004846
0.1,6523,7644.85,0.004846
0.1,12695,7795.85,0.004846
0.1,5539,7798.76,0.004846
0.1,10042,7798.76,0.004846
0.1,7210,7813.36,0.004846
0.1,19734,7810.45,0.004846
0.1,18897,7786.45,0.004846
0.1,18846,7704.57,0.004846
0.1,3556,7704.57,0.004846
0.1,2178,7704.53,0.004846
0.1,11510,7701.65,0.004846
0.1,18942,7702.17,0.004846
0.1,15801,7702.17,0.004846
0.1,6104,7818.0,0.004846
0.1,11041,7818.0,0.004846
0.1,12027,7733.04,0.004846
0.1,3733,7730.13,0.004846
0.1,12868,7688.19,0.004846
0.1,10150,7694.05,0.004846
0.1,10522,7777.46,0.004846
0.1,3576,7777.46,0.004846
0.1,2225,7774.549999999999,0.004846
0.1,14015,7774.5599999999995,0.004846
0.1,17208,7692.47,0.004846
0.1,16451,7692.46,0.004846
0.1,2156,7703.85,0.004846
0.1,1632,7701.61,0.004846
0.1,2320,7813.49,0.004846
0.1,14048,7813.49,0.004846
0.1,4642,7810.58,0.004846
0.1,7015,7813.51,0.004846
0.1,615,7813.41,0.004846
0.1,3746,7791.12,0.004846
0.1,4415,7796.120000000001,0.004846
0.1,12784,7799.030000000001,0.004846
0.1,9994,7799.030000000001,0.004846
0.1,2518,7799.040000000001,0.004846
0.1,15444,7807.9400000000005,0.004846
0.1,7035,7825.66,0.004846
0.1,13171,7829.01,0.004846
0.1,19523,7829.15,0.004846
0.1,7754,7821.84,0.004846
0.1,13702,7811.099999999999,0.004846
0.1,15034,7824.76,0.004846
0.1,12295,7822.9,0.004846
0.1,3297,7823.679999999999,0.004846
0.1,17266,7816.34,0.004846
0.1,14132,7816.35,0.004846
0.1,3235,7813.450000000001,0.004846
0.1,14898,7813.450000000001,0.004846
0.1,931,7797.43,0.004846
0.1,2294,7815.030000000001,0.004846
0.1,3632,7812.14,0.004846
0.1,3501,7812.14,0.004846
0.1,567,7812.15,0.004846
0.1,13780,7812.469999999999,0.004846
0.1,7393,7790.6,0.004846
0.1,17351,7809.63,0.004846
0.1,4219,7819.73,0.004846
0.1,10236,7822.639999999999,0.004846
0.1,9985,7822.63,0.004846
0.1,12539,7654.679999999999,0.004846
0.1,6839,7724.5199999999995,0.004846
0.1,5494,7722.38,0.004846
0.1,8053,7833.24,0.004846
0.1,14322,7833.24,0.004846
0.1,16981,7836.15,0.004846
0.1,4847,7836.11,0.004846
0.1,13007,7833.2,0.004846
0.1,656,7836.12,0.004846
0.1,18151,7732.51,0.004846
0.1,111,7343.34,0.004846
0.1,14384,7707.35,0.004846
0.1,18819,7710.280000000001,0.004846
0.1,14720,7731.6900000000005,0.004846
0.1,1430,7734.71,0.004846
0.1,15353,7737.620000000001,0.004846
0.1,8532,7761.650000000001,0.004846
0.1,3066,7758.74,0.004846
0.1,16570,7729.9400000000005,0.004846
0.1,10657,7761.860000000001,0.004846
0.1,856,7761.860000000001,0.004846
0.1,13587,7755.09,0.004846
0.1,5476,7701.99,0.004846
0.1,5107,7680.52,0.004846
0.1,15856,7574.280000000001,0.004846
0.1,16623,7305.320000000001,0.004846
0.1,4050,7356.91,0.004846
0.1,16765,7363.08,0.004846
0.1,1587,7581.2,0.004846
0.1,15993,7736.450000000001,0.004846
0.1,4146,7793.200000000001,0.004846
0.1,14775,7777.400000000001,0.004846
0.1,8852,7691.2,0.004846
0.1,9515,7689.59,0.004846
0.1,14665,7805.09,0.004846
0.1,12668,7808.0,0.004846
0.1,2815,7783.68,0.004846
0.1,16908,7783.580000000001,0.004846
0.1,3949,7780.670000000001,0.004846
0.1,4905,7780.710000000001,0.004846
0.1,494,7789.0,0.004846
0.1,11030,7766.05,0.004846
0.1,1144,7766.05,0.004846
0.1,12519,7763.14,0.004846
0.1,3539,7763.14,0.004846
0.1,16278,7766.35,0.004846
0.1,2440,7763.7,0.004846
0.1,9803,7763.72,0.004846
0.1,18862,7763.72,0.004846
0.1,13175,7766.63,0.004846
0.1,6943,7760.46,0.004846
0.1,10208,7764.01,0.004846
0.1,1853,7764.01,0.004846
0.1,13649,7764.01,0.004846
0.1,16337,7766.92,0.004846
0.1,14034,7766.92,0.004846
0.1,17347,7758.860000000001,0.004846
0.1,18385,7764.68,0.004846
0.1,8252,7764.68,0.004846
0.1,16600,7767.59,0.004846
0.1,12499,7767.59,0.004846
0.1,12110,7767.6,0.004846
0.1,13954,7679.67,0.004846
0.1,5665,7679.66,0.004846
0.1,14096,7679.66,0.004846
0.1,17838,7682.56,0.004846
0.1,17466,7679.51,0.004846
0.1,15193,7679.88,0.004846
0.1,17936,7679.88,0.004846
0.1,10537,7808.25,0.004846
0.1,6717,7713.88,0.004846
0.1,15219,7713.88,0.004846
0.1,19367,7716.790000000001,0.004846
0.1,19323,7707.080000000001,0.004846
0.1,14044,7539.740000000001,0.004846
0.1,1727,7651.9800000000005,0.004846
0.1,2860,7647.62,0.004846
0.1,1541,7541.72,0.004846
0.1,19438,7538.8099999999995,0.004846
0.1,18149,7538.8099999999995,0.004846
0.1,1614,7541.71,0.004846
0.1,9902,7513.740000000001,0.004846
0.1,1519,7027.66,0.004846
0.1,1909,7300.8099999999995,0.004846
0.1,3101,7174.110000000001,0.004846
0.1,9044,7167.780000000001,0.004846
0.1,3713,6736.17,0.004846
0.1,7301,6944.18,0.004846
0.1,13451,7061.670000000001,0.004846
0.1,10522,7061.670000000001,0.004846
0.1,11587,7061.68,0.004846
0.1,17915,7061.68,0.004846
0.1,2576,7061.68,0.004846
0.1,7155,7145.4800000000005,0.004846
0.1,13234,7139.02,0.004846
0.1,13473,7139.01,0.004846
0.1,12007,7139.02,0.004846
0.1,19185,7145.47,0.004846
0.1,582,7145.59,0.004846
0.1,7665,7140.79,0.004846
0.1,11834,7147.25,0.004846
0.1,7687,7140.79,0.004846
0.1,3601,7140.79,0.004846
0.1,11452,7140.93,0.004846
0.1,13834,7140.93,0.004846
0.1,5144,6947.68,0.004846
0.1,13232,7058.73,0.004846
0.1,16263,7052.14,0.004846
0.1,3908,7050.5,0.004846
0.1,7807,7052.4400000000005,0.004846
0.1,18047,7058.9,0.004846
0.1,11237,7058.9,0.004846
0.1,836,7052.4400000000005,0.004846
0.1,10523,7052.4400000000005,0.004846
0.1,7304,7052.4400000000005,0.004846
0.1,10186,7058.89,0.004846
0.1,4724,6846.34,0.004846
0.1,7677,6854.12,0.004846
0.1,4231,6854.16,0.004846
0.1,1831,6854.17,0.004846
0.1,3575,7049.16,0.004846
0.1,10913,7177.38,0.004846
0.1,17529,7067.719999999999,0.004846
0.1,15413,7067.58,0.004846
0.1,13790,7066.68,0.004846
0.1,4146,7066.71,0.004846
0.1,17036,7646.58,0.004846
0.1,14780,7325.16,0.004846
0.1,18207,7427.150000000001,0.004846
0.1,10555,7784.1900000000005,0.004846
0.1,7923,7623.1,0.004846
0.1,3056,7680.3,0.004846
0.1,9640,7711.77,0.004846
0.1,14939,7832.28,0.004846
0.1,11950,7717.1900000000005,0.004846
0.1,13818,7714.68,0.004846
0.1,7541,7807.780000000001,0.004846
0.1,14291,7655.75,0.004846
0.1,472,7515.790000000001,0.004846
0.1,1262,7515.830000000001,0.004846
0.1,10195,7558.530000000001,0.004846
0.1,4696,7558.55,0.004846
0.1,18701,7555.63,0.004846
0.1,18272,7555.63,0.004846
0.1,6563,7558.53,0.004846
0.1,9481,7555.62,0.004846
0.1,17064,7413.55,0.004846
0.1,10060,7405.78,0.004846
0.1,9896,7398.58,0.004846
0.1,19239,7392.12,0.004846
0.1,2132,7389.21,0.004846
0.1,8790,7389.29,0.004846
0.1,9165,7352.9400000000005,0.004846
0.1,15610,7396.13,0.004846
0.1,10069,7393.219999999999,0.004846
0.1,8498,7389.670000000001,0.004846
0.1,5688,7235.78,0.004846
0.1,8207,7491.46,0.004846
0.1,7344,7502.23,0.004846
0.1,14999,7492.87,0.004846
0.1,5229,7627.71,0.004846
0.1,17422,7553.74,0.004846
0.1,2756,7553.74,0.004846
0.1,17601,7533.280000000001,0.004846
0.1,2219,7526.76,0.004846
0.1,8487,7527.050000000001,0.004846
0.1,16512,7523.500000000001,0.004846
0.1,7818,7534.900000000001,0.004846
0.1,5701,7526.27,0.004846
0.1,9672,7532.4400000000005,0.004846
0.1,16910,7516.26,0.004846
0.1,12990,7518.740000000001,0.004846
0.1,18626,7517.88,0.004846
0.1,2720,7479.460000000001,0.004846
0.1,18362,7479.33,0.004846
0.1,15797,7485.530000000001,0.004846
0.1,7326,7523.97,0.004846
0.1,8820,7523.97,0.004846
0.1,5137,7515.200000000001,0.004846
0.1,2752,7524.18,0.004846
0.1,19028,7524.58,0.004846
0.1,4802,7563.68,0.004846
0.1,18120,7566.76,0.004846
0.1,849,7563.21,0.004846
0.1,5119,7807.99,0.004846
0.1,3057,7718.62,0.004846
0.1,165,7716.39,0.004846
0.1,15131,7727.950000000001,0.004846
0.1,5522,7721.500000000001,0.004846
0.1,6024,7718.59,0.004846
0.1,18184,7567.400000000001,0.004846
0.1,11718,7570.31,0.004846
0.1,12774,7570.320000000001,0.004846
0.1,1227,7563.860000000001,0.004846
0.1,7697,7560.950000000001,0.004846
0.1,3359,7561.030000000001,0.004846
0.1,9569,7523.400000000001,0.004846
0.1,720,7517.250000000001,0.004846
0.1,2852,7520.51,0.004846
0.1,13351,7514.01,0.004846
0.1,16224,7523.42,0.004846
0.1,11233,7509.39,0.004846
0.1,3630,7509.68,0.004846
0.1,10212,7519.07,0.004846
0.1,17225,7512.92,0.004846
0.1,10125,7506.5,0.004846
0.1,16568,7639.85,0.004846
0.1,14233,7522.73,0.004846
0.1,9954,7716.1,0.004846
0.1,2940,7716.360000000001,0.004846
0.1,10047,7713.490000000001,0.004846
0.1,2401,7637.85,0.004846
0.1,5186,7637.85,0.004846
0.1,17286,7719.9400000000005,0.004846
0.1,13599,7719.9400000000005,0.004846
0.1,17387,7631.39,0.004846
0.1,12774,7628.31,0.004846
0.1,14485,7713.31,0.004846
0.1,1546,7631.2300000000005,0.004846
0.1,17992,7594.09,0.004846
0.1,10664,7495.900000000001,0.004846
0.1,9010,7592.3,0.004846
0.1,9025,7592.3,0.004846
0.1,15697,7624.280000000001,0.004846
0.1,10349,7624.280000000001,0.004846
0.1,17426,7624.280000000001,0.004846
0.1,10582,7515.77,0.004846
0.1,6019,7621.570000000001,0.004846
0.1,2052,7494.490000000001,0.004846
0.1,9025,7502.56,0.004846
0.1,3130,7472.01,0.004846
0.1,3496,7608.56,0.004846
0.1,7267,7577.780000000001,0.004846
0.1,12182,7474.92,0.004846
0.1,11037,7474.92,0.004846
0.1,3928,7468.74,0.004846
0.1,15908,7465.89,0.004846
0.1,4079,7468.790000000001,0.004846
0.1,4146,7465.88,0.004846
0.1,4973,7472.33,0.004846
0.1,5556,7474.950000000001,0.004846
0.1,8992,7474.250000000001,0.004846
0.1,16924,7480.42,0.004846
0.1,17992,7471.32,0.004846
0.1,19130,7464.860000000001,0.004846
0.1,2636,7477.47,0.004846
0.1,4247,7467.77,0.004846
0.1,6526,7473.96,0.004846
0.1,14394,7607.59,0.004846
0.1,2519,7601.13,0.004846
0.1,8567,7636.33,0.004846
0.1,5811,7647.66,0.004846
0.1,8141,7647.26,0.004846
0.1,10814,7729.35,0.004846
0.1,15903,7729.75,0.004846
0.1,16149,7729.74,0.004846
0.1,19286,7725.99,0.004846
0.1,6923,7726.0,0.004846
0.1,10729,7720.950000000001,0.004846
0.1,11527,7727.410000000001,0.004846
0.1,1976,7737.410000000001,0.004846
0.1,2096,7790.18,0.004846
0.1,18926,7793.85,0.004846
0.1,9125,7790.300000000001,0.004846
0.1,8549,7774.14,0.004846
0.1,8206,7905.65,0.004846
0.1,12182,7903.21,0.004846
0.1,284,7920.49,0.004846
0.1,8198,7914.03,0.004846
0.1,975,7916.94,0.004846
0.1,11851,7916.94,0.004846
0.1,5052,7916.84,0.004846
0.1,4484,7913.92,0.004846
0.1,4077,7913.93,0.004846
0.1,12960,7909.99,0.004846
0.1,6983,7909.99,0.004846
0.1,7739,7917.87,0.004846
0.1,11637,7907.16,0.004846
0.1,8933,7909.77,0.004846
0.1,19462,7909.77,0.004846
0.1,10204,7906.86,0.004846
0.1,13456,7906.86,0.004846
0.1,1692,7906.86,0.004846
0.1,66,7909.83,0.004846
0.1,13334,7909.23,0.004846
0.1,6757,7909.22,0.004846
0.1,16680,7922.25,0.004846
0.1,5507,7923.73,0.004846
0.1,1238,7922.91,0.004846
0.1,18963,7922.929999999999,0.004846
0.1,9831,7769.299999999999,0.004846
0.1,11092,7748.0199999999995,0.004846
0.1,11543,7748.0199999999995,0.004846
0.1,14966,7774.35,0.004846
0.1,17579,7958.379999999999,0.004846
0.1,2810,7964.84,0.004846
0.1,153,7951.15,0.004846
0.1,7405,7951.2699999999995,0.004846
0.1,101,7952.2699999999995,0.004846
0.1,8813,7952.2699999999995,0.004846
0.1,19533,7948.78,0.004846
0.1,10883,7948.79,0.004846
0.1,5598,7948.78,0.004846
0.1,12890,7948.78,0.004846
0.1,11273,7948.77,0.004846
0.1,18206,7948.66,0.004846
0.1,14027,7948.67,0.004846
0.1,12762,7948.7,0.004846
0.1,19923,7953.54,0.004846
0.1,12686,7953.54,0.004846
0.1,10043,7953.54,0.004846
0.1,10593,7953.59,0.004846
0.1,6149,7953.74,0.004846
0.1,5594,7953.74,0.004846
0.1,15749,7991.38,0.004846
0.1,9700,7918.54,0.004846
0.1,929,7949.72,0.004846
0.1,2432,7948.92,0.004846
0.1,817,8031.63,0.004846
0.1,4716,8035.75,0.004846
0.1,397,8035.75,0.004846
0.1,12119,8066.929999999999,0.004846
0.1,9649,8066.94,0.004846
0.1,19078,8067.42,0.004846
0.1,9077,8057.02,0.004846
0.1,706,8068.0,0.004846
0.1,11182,8038.84,0.004846
0.1,19334,7997.240000000001,0.004846
0.1,5100,7997.24,0.004846
0.1,8154,7997.29,0.004846
0.1,9389,7997.280000000001,0.004846
0.1,3770,7997.17,0.004846
0.1,18791,7997.17,0.004846
0.1,14626,8002.99,0.004846
0.1,18561,8000.08,0.004846
0.1,8566,8002.99,0.004846
0.1,4238,8000.08,0.004846
0.1,7318,8005.84,0.004846
0.1,15624,8041.9800000000005,0.004846
0.1,18395,8044.9,0.004846
0.1,7632,8041.54,0.004846
0.1,16695,8039.65,0.004846
0.1,16963,8039.65,0.004846
0.1,12721,8042.55,0.004846
0.1,18476,8039.24,0.004846
0.1,7805,8015.540000000001,0.004846
0.1,7697,8024.92,0.004846
0.1,13490,8015.549999999999,0.004846
0.1,15191,8018.41,0.004846
0.1,7215,8018.41,0.004846
0.1,7865,8013.19,0.004846
0.1,8014,8013.19,0.004846
0.1,13674,8016.1,0.004846
0.1,16982,8013.19,0.004846
0.1,13623,8016.1,0.004846
0.1,5992,8034.38,0.004846
0.1,18985,8012.8,0.004846
0.1,15036,8019.66,0.004846
0.1,14802,8013.219999999999,0.004846
0.1,12530,8014.18,0.004846
0.1,9408,8028.77,0.004846
0.1,6312,8044.42,0.004846
0.1,19843,8002.84,0.004846
0.1,10341,8051.34,0.004846
0.1,3802,8049.27,0.004846
0.1,3963,8044.469999999999,0.004846
0.1,17395,8047.38,0.004846
0.1,17906,8037.860000000001,0.004846
0.1,15327,8041.24,0.004846
0.1,19567,8038.33,0.004846
0.1,14673,8038.4,0.004846
0.1,19455,8046.65,0.004846
0.1,9445,8046.65,0.004846
0.1,10800,8041.599999999999,0.004846
0.1,11989,8015.130000000001,0.004846
0.1,17027,8074.84,0.004846
0.1,6054,7910.04,0.004846
0.1,13550,8205.810000000001,0.004846
0.1,7479,8326.099999999999,0.004846
0.1,2631,8366.849999999999,0.004846
0.1,16857,8361.64,0.004846
0.1,7007,8184.02,0.004846
0.1,16821,8381.19,0.004846
0.1,13486,8384.1,0.004846
0.1,122,8384.58,0.004846
0.1,11027,8381.19,0.004846
0.1,18452,8356.7,0.004846
0.1,19223,8074.549999999999,0.004846
0.1,18562,8104.7,0.004846
0.1,11063,8073.960000000001,0.004846
0.1,3594,8073.960000000001,0.004846
0.1,14595,8073.960000000001,0.004846
0.1,19400,8071.050000000001,0.004846
0.1,17325,8071.0599999999995,0.004846
0.1,7018,8154.639999999999,0.004846
0.1,2459,8357.27,0.004846
0.1,6305,8350.79,0.004846
0.1,5777,8347.88,0.004846
0.1,9866,8350.79,0.004846
0.1,12394,8361.95,0.004846
0.1,848,8358.56,0.004846
0.1,16705,8361.49,0.004846
0.1,18646,8361.49,0.004846
0.1,8522,8361.49,0.004846
0.1,16364,8358.57,0.004846
0.1,4489,8374.5,0.004846
0.1,745,8377.71,0.004846
0.1,4104,8377.810000000001,0.004846
0.1,14527,8374.89,0.004846
0.1,5243,8406.11,0.004846
0.1,6013,8415.47,0.004846
0.1,5105,8412.56,0.004846
0.1,11476,8406.35,0.004846
0.1,11601,8403.44,0.004846
0.1,16688,8403.44,0.004846
0.1,12447,8409.89,0.004846
0.1,10462,8403.45,0.004846
0.1,14263,8407.02,0.004846
0.1,16653,8404.11,0.004846
0.1,6497,8405.08,0.004846
0.1,18692,8404.83,0.004846
0.1,15133,8402.32,0.004846
0.1,14191,8402.57,0.004846
0.1,14195,8395.31,0.004846
0.1,8150,8369.95,0.004846
0.1,12802,8389.84,0.004846
0.1,8671,8383.39,0.004846
0.1,18192,8340.34,0.004846
0.1,3121,8386.46,0.004846
0.1,17534,8386.46,0.004846
0.1,1517,8373.15,0.004846
0.1,17773,8383.55,0.004846
0.1,18936,8382.42,0.004846
0.1,4984,8347.28,0.004846
0.1,8417,8354.14,0.004846
0.1,10684,8352.5,0.004846
0.1,3962,8355.41,0.004846
0.1,16875,8383.77,0.004846
0.1,14185,8386.82,0.004846
0.1,16549,8389.35,0.004846
0.1,17064,8386.439999999999,0.004846
0.1,3748,8386.439999999999,0.004846
0.1,3373,8389.35,0.004846
0.1,12873,8389.35,0.004846
0.1,13641,8386.63,0.004846
0.1,18626,8378.33,0.004846
0.1,17725,8381.25,0.004846
0.1,11566,8392.0,0.004846
0.1,11846,8392.09,0.004846
0.1,13526,8389.18,0.004846
0.1,10772,8389.15,0.004846
0.1,16660,8398.52,0.004846
0.1,4310,8398.52,0.004846
0.1,18617,8392.06,0.004846
0.1,18617,8378.4,0.004846
0.1,12775,8384.86,0.004846
0.1,7097,8384.34,0.004846
0.1,7255,8382.39,0.004846
0.1,3003,8382.48,0.004846
0.1,6719,8386.039999999999,0.004846
0.1,11723,8393.08,0.004846
0.1,13036,8395.99,0.004846
0.1,9649,8395.99,0.004846
0.1,14253,8398.73,0.004846
0.1,8107,8392.27,0.004846
0.1,4926,8394.779999999999,0.004846
0.1,13405,8370.43,0.004846
0.1,16067,8361.09,0.004846
0.1,14133,8361.24,0.004846
0.1,3953,8364.18,0.004846
0.1,4853,8369.61,0.004846
0.1,19972,8368.51,0.004846
0.1,15238,8377.88,0.004846
0.1,4669,8371.849999999999,0.004846
0.1,4251,8368.939999999999,0.004846
0.1,11301,8369.01,0.004846
0.1,10480,8369.05,0.004846
0.1,12053,8378.42,0.004846
0.1,4584,8375.51,0.004846
0.1,2138,8369.13,0.004846
0.1,3054,8367.89,0.004846
0.1,9245,8369.59,0.004846
0.1,6791,8369.7,0.004846
0.1,16549,8372.61,0.004846
0.1,477,8377.91,0.004846
0.1,16210,8377.91,0.004846
0.1,5700,8337.21,0.004846
0.1,2273,8382.71,0.004846
0.1,1593,8374.37,0.004846
0.1,15514,8416.21,0.004846
0.1,7688,8390.41,0.004846
0.1,12915,8382.57,0.004846
0.1,9681,8382.57,0.004846
0.1,16087,8385.48,0.004846
0.1,2316,8382.57,0.004846
0.1,17092,8382.57,0.004846
0.1,8961,8382.61,0.004846
0.1,13268,8385.08,0.004846
0.1,7263,8385.08,0.004846
0.1,4724,8382.27,0.004846
0.1,15104,8380.029999999999,0.004846
0.1,2627,8380.26,0.004846
0.1,17330,8333.17,0.004846
0.1,9608,8334.09,0.004846
0.1,7410,8344.31,0.004846
0.1,1158,8350.77,0.004846
0.1,2682,8303.58,0.004846
0.1,13463,8298.28,0.004846
0.1,9206,8321.6,0.004846
0.1,10879,8324.51,0.004846
0.1,12930,8324.66,0.004846
0.1,11184,8324.7,0.004846
0.1,11774,8330.09,0.004846
0.1,4851,8330.09,0.004846
0.1,11454,8333.0,0.004846
0.1,7883,8324.7,0.004846
0.1,16270,8321.79,0.004846
0.1,8893,8336.380000000001,0.004846
0.1,15314,8329.91,0.004846
0.1,4093,8332.89,0.004846
0.1,19901,8333.03,0.004846
0.1,4295,8335.43,0.004846
0.1,7578,8264.04,0.004846
0.1,11971,8275.19,0.004846
0.1,9150,8259.99,0.004846
0.1,11199,8305.150000000001,0.004846
0.1,7600,8273.35,0.004846
0.1,13037,8302.69,0.004846
0.1,14291,8288.07,0.004846
0.1,19206,8288.09,0.004846
0.1,2154,8293.720000000001,0.004846
0.1,4498,8293.720000000001,0.004846
0.1,5688,8293.720000000001,0.004846
0.1,18789,8290.810000000001,0.004846
0.1,1107,8301.560000000001,0.004846
0.1,6023,8335.65,0.004846
0.1,18007,8335.65,0.004846
0.1,129,8332.93,0.004846
0.1,17981,8332.67,0.004846
0.1,5216,8333.11,0.004846
0.1,9815,8330.33,0.004846
0.1,17930,8330.310000000001,0.004846
0.1,18965,8333.220000000001,0.004846
0.1,2634,8340.37,0.004846
0.1,5830,8301.51,0.004846
0.1,6737,8316.32,0.004846
0.1,9201,8330.02,0.004846
0.1,8412,8337.69,0.004846
0.1,12220,8337.66,0.004846
0.1,18466,8340.57,0.004846
0.1,810,8340.83,0.004846
0.1,11803,8340.83,0.004846
0.1,13427,8337.92,0.004846
0.1,8671,8306.74,0.004846
0.1,12527,8316.11,0.004846
0.1,14892,8316.11,0.004846
0.1,2337,8309.65,0.004846
0.1,13289,8306.710000000001,0.004846
0.1,5793,8306.6,0.004846
0.1,10558,8309.61,0.004846
0.1,13444,8340.97,0.004846
0.1,820,8330.97,0.004846
0.1,19201,8328.06,0.004846
0.1,1034,8328.06,0.004846
0.1,12859,8328.07,0.004846
0.1,458,8330.98,0.004846
0.1,18110,8327.32,0.004846
0.1,11567,8346.33,0.004846
0.1,8437,8348.81,0.004846
0.1,4957,8348.81,0.004846
0.1,13017,8314.95,0.004846
0.1,9363,8282.18,0.004846
0.1,8529,8282.04,0.004846
0.1,290,8295.69,0.004846
0.1,6599,8313.93,0.004846
0.1,15000,8307.49,0.004846
0.1,405,7541.25,0.004846
0.1,12568,7738.48,0.004846
0.1,10879,7792.23,0.004846
0.1,7970,7798.389999999999,0.004846
0.1,12191,7789.959999999999,0.004846
0.1,14315,7796.43,0.004846
0.1,8309,7826.139999999999,0.004846
0.1,3644,7826.139999999999,0.004846
0.1,16116,7826.51,0.004846
0.1,1850,7816.700000000001,0.004846
0.1,19471,7816.71,0.004846
0.1,7328,7865.71,0.004846
0.1,9110,7866.950000000001,0.004846
0.1,14170,7857.09,0.004846
0.1,17095,7857.280000000001,0.004846
0.1,625,7857.280000000001,0.004846
0.1,137,7860.05,0.004846
0.1,4151,7846.05,0.004846
0.1,10719,7851.93,0.004846
0.1,7030,7851.9,0.004846
0.1,4097,7849.06,0.004846
0.1,11052,7866.4400000000005,0.004846
0.1,16054,7859.98,0.004846
0.1,1362,7857.110000000001,0.004846
0.1,19574,7863.42,0.004846
0.1,11732,7856.860000000001,0.004846
0.1,17536,7859.85,0.004846
0.1,16313,7866.09,0.004846
0.1,9891,7863.18,0.004846
0.1,13638,7852.000000000001,0.004846
0.1,2935,7873.88,0.004846
0.1,6123,7873.87,0.004846
0.1,12397,7877.42,0.004846
0.1,10742,7871.02,0.004846
0.1,5203,7870.47,0.004846
0.1,7448,7873.38,0.004846
0.1,11463,7709.85,0.004846
